Record #,ID,DOI,Strain,Titer,Product,Type,Substrate,Comment
52480,43991,none,Corynebacterium glutamicum,26 g/l,L-tyrosine,Amino Acid,,
52481,43991,none,Corynebacterium glutamicum,28 g/l,L-phenylalanine,Amino Acid,,
45851,43991,none,-,-,-,-,,-
52482,43998,none,,,,,,
45858,43998,none,-,-,-,-,,-
52483,44003,10.1016/0168-1656(92)90145-Y,,,,,,
45863,44003,10.1016/0168-1656(92)90145-Y,-,-,-,-,,-
52484,44007,10.1016/0049-3848(92)90172-7,,,,,,
45867,44007,10.1016/0049-3848(92)90172-7,-,-,-,-,,-
45886,44026,10.1016/0922-338X(92)80002-Z,NULL,NULL,NULL,NULL,,
52485,44027,none,Escherichia coli,,,,,
45887,44027,none,-,-,-,-,,-
52486,44031,10.1016/0922-338X(92)90286-4,,,,,glycerol,
45891,44031,10.1016/0922-338X(92)90286-4,-,-,-,-,,-
45892,44032,10.1007/BF01576365,NULL,NULL,NULL,NULL,,
52487,44052,10.1007/BF00164415,,,,,glucose,
45912,44052,10.1007/BF00164415,-,-,-,-,,-
52488,44064,none,Klebsiella oxytoca,40 g/l,ethanol,Alcohol,,
45924,44064,none,-,-,-,-,,-
45943,44083,10.1002/bit.260380406,NULL,NULL,NULL,NULL,,
52489,44092,10.1007/BF01033419,E. coli,,,,,
45952,44092,10.1007/BF01033419,-,-,-,-,,-
45956,44096,10.1002/bit.260380106,NULL,NULL,NULL,NULL,,
45972,44112,10.1002/bit.260370808,NULL,NULL,NULL,NULL,,
52490,44114,none,Escherichia coli,54.4 g/L,ethanol,Alcohol,,
45974,44114,none,-,-,-,-,,-
52491,44140,none,Saccharomyces cerevisiae,,,,,
46000,44140,none,-,-,-,-,,-
46002,44142,10.1016/0922-338X(91)90270-Q,NULL,NULL,NULL,NULL,,
46632,44772,none,Komagataeibacter xylinus,3.15 g/L,bacterial cellulose,Polymer,,from glucose
46636,44776,10.1016/j.biortech.2019.03.122,Corynebacterium glutamicum,43.6 g/L,L-ornithine,Special AA,,from glucose
46642,44776,10.1016/j.biortech.2019.03.122,Corynebacterium glutamicum,18.9 g/L,L-ornithine,Special AA,,0.40 g/g xylose
46648,44782,10.1186/s12934-019-1116-y,NULL,NULL,NULL,NULL,,
46649,44783,10.1186/s13068-019-1428-5,Corynebacterium glutamicum,65.2 g/L,glutamic acid,Amino Acid,,0.63 g/g glucose from corn stover
46650,44784,10.17113/ftb.57.02.19.5980,Corynebacterium glutamicum,27.1 g/L,lactic acid,Acid,,0.57 g/g
52492,44785,10.4014/jmb.1810.10062,Corynebacterium glutamicum,,chondroitin,Other,,
46651,44785,10.4014/jmb.1810.10062,-,-,-,-,,-
52493,44786,none,Corynebacterium glutamicum,1.77 g/l,GlcNAc,Other,,
46652,44786,none,-,-,-,-,,-
46659,44793,10.13345/j.cjb.180112,Corynebacterium glutamicum,461.4 mmol/L,L-valine,Amino Acid,,0.312 g/g glucose
46670,44804,10.1186/s12934-017-0776-8,Corynebacterium glutamicum,18.4 g/L,l-ornithine,Special AA,,
46671,44805,10.1016/j.jbiotec.2017.04.039,Corynebacterium glutamicum,22 g L-1,ectoine,Other,,0.16 g/g
46677,44811,none,Unspecified,1220 mg/L,5-aminolevulinic acid,Special AA,,
46681,44815,none,Corynebacterium glutamicum,104.36 mmol/L,L-theanine,Special AA,,20 mmol/L L-glutamine and 60 mmol/L ethylamine feed
46692,44826,10.1007/s10295-014-1561-x,Corynebacterium glutamicum,8.51 g/L,citrulline,Special AA,,
52494,44833,10.1159/000375124,Corynebacterium glutamicum,12.48 g/l,l-ornithine,Special AA,,
46699,44833,10.1159/000375124,-,-,-,-,,-
46705,44839,10.1007/s11274-013-1468-0,NULL,NULL,NULL,NULL,,
46707,44841,10.1186/1475-2859-12-119,Saccharomyces cerevisiae,1.62g/L,isobutanol,Alcohol,,0.016 g/g glucose
46709,44843,10.1007/s12257-013-0106-x,Corynebacterium glutamicum,19.5 g/L,alpha-ketoglutarate,Acid,,
46716,44850,10.1271/bbb.120420,Saccharomyces cerevisiae,63 mg/L,isobutanol,Alcohol,,
46729,44863,none,Corynebacterium crenatum,39.7 g/L,arginine,Amino Acid,,
46731,44865,10.1007/s12275-011-0195-1,Corynebacterium ammoniagenes,226.3 mg/L,deoxycytidine,Other,,
46734,44868,none,Brevibacterium flavum,67.7 g/L,l-valine,Amino Acid,,
52495,44869,10.1007/s00253-009-2287-y,Saccharomyces cerevisiae,,,,acetate,
46735,44869,10.1007/s00253-009-2287-y,-,-,-,-,,-
46740,44874,10.1016/j.bej.2008.08.007,Corynebacterium crenatum,36.6 g L-1,arginine,Amino Acid,,glucose as substrate
46748,44882,10.1007/s10295-007-0205-9,NULL,NULL,NULL,NULL,,
52496,44892,none,Corynebacterium ammoniagenes,428.2 mg/l,thymidine,Other,,
46758,44892,none,-,-,-,-,,-
46764,44898,none,NULL,NULL,NULL,NULL,,
46774,44908,none,NULL,NULL,NULL,NULL,,
52497,44913,10.1007/s00253-001-0883-6,Corynebacterium glutamicum,80 g/l,L-lysine,Amino Acid,,
46779,44913,10.1007/s00253-001-0883-6,-,-,-,-,,-
52498,44918,none,,,glucose,Other,glucose,
46784,44918,none,-,-,-,-,,-
52499,44941,none,Corynebacterium glutamicum,,,,L-valine,
46807,44941,none,-,-,-,-,,-
52500,44957,none,Corynebacterium glutamicum,,,,glucose,
46823,44957,none,-,-,-,-,,-
52501,44967,10.1007/s002530050807,Corynebacterium glutamicum,20 g/l,L-isoleucine,Amino Acid,,
46833,44967,10.1007/s002530050807,-,-,-,-,,-
52502,44968,10.1016/0168-1656(96)01554-4,Corynebacterium glutamicum,21 gl(-1),L-isoleucine,Amino Acid,glucose,
46834,44968,10.1016/0168-1656(96)01554-4,-,-,-,-,,-
46848,44982,none,-,-,-,-,,-
52503,44982,none,Corynebacterium lactofermentum,15 g/l,L-isoleucine,Amino Acid,,
46870,45004,10.1007/BF00131201,-,-,-,-,,-
52504,45004,10.1007/BF00131201,Corynebacterium glutamicum,58.5 g/l,L-glutamic acid,Amino Acid,glucose,
46872,45006,none,-,-,-,-,,-
52505,45006,none,,,,,,
46882,45016,10.1007/BF01022326,NULL,NULL,NULL,NULL,,
52506,45017,none,Corynebacterium glutamicum,,,,,
46883,45017,none,-,-,-,-,,-
46997,45131,10.1007/s00284-019-01752-2,Saccharomyces cerevisiae,740 mg/L,artemisinic acid,Isoprenoid,,sucrose as substrate
47003,45137,10.1021/acs.jafc.9b04519,Saccharomyces cerevisiae,3.28 g/L,lycopene,Isoprenoid,,glucose as substrate
47006,45140,10.1186/s12934-019-1211-0,,21.88 mg/L,alpha-Terpineol,Isoprenoid,,
47008,45142,none,,10.3 g/L,S-Adenosyl-l-methionine,Special AA,,used 16 g/L methionine feeding
47009,45143,none,Saccharomyces cerevisiae,497 mg L-1,amorphadiene,Isoprenoid,,
47011,45145,10.1186/s12934-019-1198-6,Saccharomyces cerevisiae,87 g L-1,ethanol,Alcohol,,0.46 g/g substrate
47013,45147,10.1007/s00253-019-10004-z,Saccharomyces cerevisiae,1 g/L,betulinic acid,Other,,
47022,45156,10.1016/j.ymben.2019.08.012,Saccharomyces cerevisiae,1.7?g/L,"1,2,4-butanetriol",Alcohol,,"from 10 g/L xylose, molar yield of 0.245"
47025,45159,10.1021/acs.jafc.9b03456,Saccharomyces cerevisiae,466.8mg/L,patchoulol,Isoprenoid,,
47033,45167,10.1002/bit.27103,NULL,NULL,NULL,NULL,,
47036,45170,10.1021/acsomega.9b00364,Saccharomyces cerevisiae,28.68 mg/L,naringenin,Alkaloid,,
47041,45175,10.1016/j.ymben.2019.04.008,Saccharomyces cerevisiae,661.2mg/L,endocrocin,Other,,
47043,45175,10.1016/j.ymben.2019.04.008,Saccharomyces cerevisiae,528.4mg/L,emodin,Other,,
47045,45177,10.1016/j.bej.2019.03.011,Saccharomyces cerevisiae,108.26 mg/L,b-amyrin,Isoprenoid,,
47047,45179,10.1186/s13068-019-1474-z,Saccharomyces cerevisiae,53.3g/L,ethanol,Alcohol,,"from 85 g/L glucose and 35 g/L xylose, 0.44 g/g yield"
47056,45188,10.1186/s12934-019-1138-5,Saccharomyces cerevisiae,8.78mg/L,glycyrrhetinic acid,Other,,
47062,45194,10.1016/j.jbiosc.2018.10.020,NULL,NULL,NULL,NULL,,
47067,45199,10.1021/acssynbio.9b00135,Saccharomyces cerevisiae,917.7 mg/L,limonene,Isoprenoid,,
47069,45201,10.1007/s00449-019-02090-0,Saccharomyces cerevisiae,54.11g/L,ethanol,Alcohol,,0.44 g/g lignocellulose hydrolysates
52507,45205,10.1016/j.bej.2019.01.012,Saccharomyces cerevisiae,167.1mg/l,13R-manoyl oxide,Isoprenoid,glucose,
47073,45205,10.1016/j.bej.2019.01.012,-,-,-,-,,-
47075,45207,10.1039/c8gc03864c,Saccharomyces cerevisiae,3.7 g L-1,xylitol,Alcohol,,0.44 g/g lignocellulose hydrolysates
47078,45210,10.1021/acs.jafc.9b00653,Saccharomyces cerevisiae,279.0mg/L,b-amyrin,Isoprenoid,,glucose as substrate
47089,45221,10.1021/acs.jafc.9b00009,NULL,NULL,NULL,NULL,,
52508,45227,none,,,,,,
47095,45227,none,-,-,-,-,,-
47103,45235,10.1007/s10295-018-2116-3,Saccharomyces cerevisiae,63.00mg/L,cucurbitadienol,Isoprenoid,,
47121,45253,10.1016/j.cherd.2018.09.040,NULL,NULL,NULL,NULL,,
47126,45258,10.1093/femsyr/foy090,Saccharomyces cerevisiae,5.4 g L-1,ethanol,Alcohol,,
47131,45263,10.1073/pnas.1809921115,NULL,NULL,NULL,NULL,,
47135,45267,10.1021/acs.jafc.8b04916,Saccharomyces cerevisiae,152.37 mg/L,Protopanaxadiol,Isoprenoid,,2.06 mg/g glucose and xylose
47151,45283,10.1021/acssynbio.8b00176,Saccharomyces cerevisiae,11.97mg/L,a-amyrin,Isoprenoid,,
47157,45289,10.1016/j.bej.2018.05.023,Yarrowia lipolytica,978.2 mu g/L,nootkatone,Isoprenoid,,
47162,45294,10.3390/fermentation4030059,Saccharomyces cerevisiae,120.6 g L-1,ethanol,Alcohol,,"from 162 g/L glucose and 95 g/L xylose, 0.47 g/g yield"
47175,45307,10.1007/s10295-018-2046-0,Saccharomyces cerevisiae,307 mg/L,lipid,Other,,
47184,45316,10.1186/s12934-018-0964-1,Saccharomyces cerevisiae,400.31 mg/L,Levopimaric acid,Isoprenoid,,
47185,45317,10.1002/bit.26595,Saccharomyces cerevisiae,445.6mg/L,squalene,Isoprenoid,,
47192,45324,10.1186/s13068-018-1176-y,Saccharomyces cerevisiae,81.0 g L-1,"2,3-butanediol",Alcohol,,0.41 g/g glucose
47199,45331,10.1016/j.biortech.2018.02.096,Saccharomyces cerevisiae,606.9mg/L,oleanolic aci,Acid,,
47214,45346,10.1021/acssynbio.7b00453,Yarrowia lipolytica,1.18 g/L,fatty acid ethyl ester,Other,,
47225,45357,10.1007/s10295-018-2018-4,Saccharomyces cerevisiae,2011 mg/L,squalene,Isoprenoid,,with terbinafine supplementation
47230,45362,10.1186/s12934-018-0883-1,Saccharomyces cerevisiae,180 mg/L,1-propanol,Alcohol,,glucose as substrate
47234,45366,10.1016/j.foodres.2017.12.004,NULL,NULL,NULL,NULL,,
47236,45368,10.1073/pnas.1721203115,Yarrowia lipolytica,35.9g/L,triacetic acid lactone,Polyketide,,
47255,45387,none,NULL,NULL,NULL,NULL,,
47265,45397,10.1016/j.biortech.2017.06.105,Yarrowia lipolytica,6.96mg/L,linalool,Isoprenoid,,
47269,45401,10.3389/fmicb.2017.02184,Saccharomyces cerevisiae,12.177mg/L,medium chain fatty acid,Acid,,
47283,45415,10.1002/biot.201700015,Saccharomyces cerevisiae,82.6 g L-1,D-lactic acid,Acid,,0.83 g/g glucose
47287,45419,10.1186/s12934-017-0774-x,Saccharomyces cerevisiae,6.97 mg/L,kaempferol,Alkaloid,,glucose as substrate
47289,45421,10.1007/s00253-017-8418-y,Saccharomyces cerevisiae,8.8 g/L,ethanol,Alcohol,,alginate and mannitol as substrates
52509,45433,10.1007/s10295-017-1934-z,Saccharomyces cerevisiae,190.7 mg/l,germacrene,Isoprenoid,,
47301,45433,10.1007/s10295-017-1934-z,-,-,-,-,,-
52510,45445,10.1038/ncomms15587,Saccharomyces cerevisiae,83.5 mg l(-1),docosanol,Alcohol,,
47313,45445,10.1038/ncomms15587,-,-,-,-,,-
52511,45460,10.1111/jam.13377,,,,,,
47328,45460,10.1111/jam.13377,-,-,-,-,,-
47330,45462,10.1021/acs.energyfuels.7b00032,Saccharomyces cerevisiae,2.9 g/L,ethanol,Alcohol,,from 8 g/L carboxymethyl cellulose
52512,45467,10.1111/1751-7915.12488,Saccharomyces cerevisiae,,,,,
47335,45467,10.1111/1751-7915.12488,-,-,-,-,,-
47344,45476,none,NULL,NULL,NULL,NULL,,
47392,45524,10.1002/bit.26004,NULL,NULL,NULL,NULL,,
47393,45525,10.1016/j.biortech.2016.08.077,NULL,NULL,NULL,NULL,,
47398,45530,10.3389/fbioe.2016.00076,Saccharomyces cerevisiae,460 mg/L,fatty acid,Acid,,
52513,45538,10.1038/ncomms12851,Saccharomyces cerevisiae,2527 mg l(-1),isoprene,Isoprenoid,,
47406,45538,10.1038/ncomms12851,-,-,-,-,,-
47412,45544,10.1186/s12896-016-0290-9,NULL,NULL,NULL,NULL,,
52514,45558,10.1111/jam.13105,Saccharomyces cerevisiae,0.24 mg/L,linalool,Isoprenoid,,
47426,45558,10.1111/jam.13105,-,-,-,-,,-
47429,45561,10.1016/j.jbiotec.2016.04.005,Saccharomyces cerevisiae,23.1 g/L,ethanol,Alcohol,,from 58.7 g/L cellulosic sugars
47435,45567,none,NULL,NULL,NULL,NULL,,
47439,45571,10.1002/bit.25875,,83g/L,lactic acid,Acid,,"from 10 g/L glucose, 40 g/L xylose, 80 g/L cellobiose"
47458,45590,10.1007/s12010-015-1943-1,Saccharomyces cerevisiae,8.81 g/L,S-Adenosyl-l-methionine,Special AA,,
47461,45593,10.1007/s00253-015-7173-1,Saccharomyces cerevisiae,65 g/L,ethanol,Alcohol,,
47462,45594,10.1007/s00253-015-7174-0,Saccharomyces cerevisiae,112.0 g/L,D-lactic acid,Acid,,0.8 g/g glucose
47499,45631,10.1007/s10295-015-1713-7,Saccharomyces cerevisiae,50 g/L,lactic acid,Acid,,glucose as substrate
47517,45649,10.1186/s13068-015-0361-5,NULL,NULL,NULL,NULL,,
47521,45653,10.1080/21655979.2015.1112472,Saccharomyces cerevisiae,0.86g/L,pyruvate,Acid,,mannitol as substrate
47559,45691,10.1007/s00449-015-1411-x,NULL,NULL,NULL,NULL,,
47600,45732,10.1007/s00284-015-0785-y,Saccharomyces cerevisiae,2.61 g L-1,2-phenylethanol,Alcohol,,
47609,45741,10.1093/femsyr/fou010,NULL,NULL,NULL,NULL,,
47618,45750,10.1007/s00253-014-6343-x,NULL,NULL,NULL,NULL,,
47629,45761,10.1002/bit.25356,NULL,NULL,NULL,NULL,,
47630,45762,10.16288/j.yczz.14-206,NULL,NULL,NULL,NULL,,
47645,45777,10.1007/s00253-014-6083-y,-,-,-,-,,-
52515,45777,10.1007/s00253-014-6083-y,,,methionine,Amino Acid,glycerol,
47647,45779,10.1016/j.ymben.2014.10.001,Saccharomyces cerevisiae,1.1 g/L,1-hexadecanol,Alcohol,,glucose as substrate
47663,45795,10.1016/j.ymben.2014.09.008,Yarrowia lipolytica,9.15 g L-1,lipids,Other,,sucrose as substrate
47671,45803,10.1016/j.jbiotec.2014.06.024,Saccharomyces cerevisiae,37 mg/L,isoprene,Alcohol,,glycerol and sucrose as carbon sources
47694,45826,10.1111/pbi.12167,NULL,NULL,NULL,NULL,,
47699,45831,10.1080/10739149.2013.862630,Saccharomyces cerevisiae,57.8g/L,ethanol,Alcohol,,
47710,45842,none,NULL,NULL,NULL,NULL,,
52516,45850,10.1016/j.ymben.2014.01.005,Saccharomyces cerevisiae,463 mg l(-1),3-Hydroxypropionate,Acid,,
47718,45850,10.1016/j.ymben.2014.01.005,-,-,-,-,,-
47729,45861,10.1038/srep03698,Saccharomyces cerevisiae,17.2 mg/L,protopanaxadiol,Isoprenoid,,
47781,45861,10.1038/srep03698,Saccharomyces cerevisiae,15.9 mg/L,protopanaxatriol,Isoprenoid,,
47833,45861,10.1038/srep03698,Saccharomyces cerevisiae,21.4 mg/L,oleanolic,Isoprenoid,,
47885,45913,10.1002/bit.24927,NULL,NULL,NULL,NULL,,
47889,45917,none,Saccharomyces cerevisiae,52.5 mmol/L,malic acid,Acid,,
47894,45922,10.1007/s10295-013-1293-3,-,-,-,-,,-
52517,45922,10.1007/s10295-013-1293-3,Saccharomyces cerevisiae,13.9 g/l,ethanol,Alcohol,,
47898,45926,10.1016/j.renene.2013.02.009,NULL,NULL,NULL,NULL,,
47933,45961,10.1016/j.jbiosc.2013.01.018,NULL,NULL,NULL,NULL,,
47938,45966,10.1016/j.jbiotec.2013.04.003,Yarrowia lipolytica,4.98 mg/L,pentane,Other,,
47967,45995,10.1007/s00253-012-4587-x,Saccharomyces cerevisiae,48.9 g/L,ethanol,Alcohol,,from 100 g/L cellulose
52518,45996,10.1371/journal.pone.0057048,,,,,,
47968,45996,10.1371/journal.pone.0057048,-,-,-,-,,-
52519,46049,10.1007/s12010-011-9435-4,Saccharomyces cerevisiae,,,,,
48021,46049,10.1007/s12010-011-9435-4,-,-,-,-,,-
52520,46054,10.1111/j.1751-7915.2012.00343.x,Saccharomyces cerevisiae,,,,,
48026,46054,10.1111/j.1751-7915.2012.00343.x,-,-,-,-,,-
52521,46055,10.1016/j.jbiotec.2012.02.008,,,,,,
48027,46055,10.1016/j.jbiotec.2012.02.008,-,-,-,-,,-
48036,46064,10.1186/1754-6834-5-46,NULL,NULL,NULL,NULL,,
52522,46072,10.1016/j.jbiotec.2012.01.022,Saccharomyces cerevisiae,143 mg/l,isobutanol,Alcohol,,
48043,46072,10.1016/j.jbiotec.2012.01.022,-,-,-,-,,-
48063,46092,10.1002/biot.201100209,Saccharomyces cerevisiae,75 g/L,ethanol,Alcohol,,cellobiose and xylose as substrates
48107,46136,10.1186/1754-6834-4-49,NULL,NULL,NULL,NULL,,
48124,46153,none,Saccharomyces cerevisiae,55 g/L,ethanol,Alcohol,,"from Jerusalem artichoke meal, 0.495 g/g"
48132,46161,10.1016/j.jbiotec.2011.03.007,-,-,-,-,,-
52523,46161,10.1016/j.jbiotec.2011.03.007,,,,,,
48150,46179,none,NULL,NULL,NULL,NULL,,
48151,46180,none,-,-,-,-,,-
52524,46180,none,,,,,ethanol,
48163,46192,none,Saccharomyces cerevisiae,1.33 g/L,"1,2-propanediol",Alcohol,,
48178,46207,10.1016/j.biortech.2010.06.006,NULL,NULL,NULL,NULL,,
48188,46217,10.1016/j.biortech.2010.03.129,NULL,NULL,NULL,NULL,,
48191,46220,10.1016/j.phytochem.2010.06.001,Saccharomyces cerevisiae,31 mg/L,casbene,Isoprenoid,,
48216,46245,10.1002/bit.22610,NULL,NULL,NULL,NULL,,
48225,46254,none,NULL,NULL,NULL,NULL,,
52525,46261,10.1016/j.jbiosc.2009.07.002,,NULL,,,ethanol,
48232,46261,10.1016/j.jbiosc.2009.07.002,-,-,-,-,,-
48240,46269,10.1111/j.1567-1364.2009.00553.x,NULL,NULL,NULL,NULL,,
48265,46294,10.1016/j.jala.2008.12.009,NULL,NULL,NULL,NULL,,
52526,46313,10.1007/s00253-008-1807-5,Saccharomyces cerevisiae,145.7 mg/L,farnesol,Isoprenoid,,
48284,46313,10.1007/s00253-008-1807-5,-,-,-,-,,-
48288,46317,none,Thermoanaerobacterium saccharolyticum,37 g/L,ethanol,Alcohol,,
48295,46324,none,NULL,NULL,NULL,NULL,,
48321,46350,10.1007/s00449-007-0169-1,NULL,NULL,NULL,NULL,,
52527,46353,10.1016/j.ymben.2008.03.001,Saccharomyces cerevisiae,8.7mg/l,taxadiene,Isoprenoid,,
52528,46353,10.1016/j.ymben.2008.03.001,Saccharomyces cerevisiae,33.2 mg/L,geranylgeraniol,Isoprenoid,,
48324,46353,10.1016/j.ymben.2008.03.001,-,-,-,-,,-
48417,46446,10.1016/j.ymben.2005.07.003,NULL,NULL,NULL,NULL,,
52529,46489,none,Bacillus subtilis,,,,,
48460,46489,none,-,-,-,-,,-
52530,46497,10.1016/j.jbiotec.2004.01.017,Saccharomyces cerevisiae,124.6 gl(-1),ethanol,Alcohol,,
48468,46497,10.1016/j.jbiotec.2004.01.017,-,-,-,-,,-
52531,46498,10.1007/s00253-003-1500-7,Saccharomyces cerevisiae,1.4 g/l,2-heptanol,Alcohol,,
48469,46498,10.1007/s00253-003-1500-7,-,-,-,-,,-
48477,46506,none,NULL,NULL,NULL,NULL,,
48479,46508,none,Escherichia coli,30 g/L,ethanol,Alcohol,,"corn biomass as substrate, 0.44 g/g sugars"
52532,46512,none,NULL,NULL,,,,
48483,46512,none,-,-,-,-,,-
48489,46518,10.1021/bp034156p,NULL,NULL,NULL,NULL,,
52533,46529,10.1556/AAlim.32.2003.3.7,,,,,ethanol,
48500,46529,10.1556/AAlim.32.2003.3.7,-,-,-,-,,-
52534,46537,none,Saccharomyces cerevisiae,,,,,
48508,46537,none,-,-,-,-,,-
52535,46538,none,Saccharomyces cerevisiae,,,,,
48509,46538,none,-,-,-,-,,-
48536,46565,10.1002/bit.10624,NULL,NULL,NULL,NULL,,
48547,46576,10.1128/AEM.69.4.1999-2005.2003,NULL,NULL,NULL,NULL,,
52536,46578,10.1016/S0032-9592(02)00249-2,Saccharomyces cerevisiae,,,,,
48549,46578,10.1016/S0032-9592(02)00249-2,-,-,-,-,,-
52537,46583,10.1007/s00253-002-1196-0,Saccharomyces cerevisiae,,,,,
48554,46583,10.1007/s00253-002-1196-0,-,-,-,-,,-
48560,46589,none,Pichia pastoris,2.49 g/L,S-Adenosyl-L-methionine,Special AA,,
48563,46592,none,NULL,NULL,NULL,NULL,,
52538,46604,10.1038/sj.jim.7000297,,,,,,
48575,46604,10.1038/sj.jim.7000297,-,-,-,-,,-
52539,46606,none,,,,,,
48577,46606,none,-,-,-,-,,-
52540,46608,10.1007/s00253-002-1092-7,,,,,ethanol,
48579,46608,10.1007/s00253-002-1092-7,-,-,-,-,,-
52541,46612,10.1007/s00253-002-1079-4,Saccharomyces cerevisiae,,glucose,Other,glucose,
48583,46612,10.1007/s00253-002-1079-4,-,-,-,-,,-
52542,46618,10.1016/S1567-1356(02)00114-9,,,glucose,Other,,
48589,46618,10.1016/S1567-1356(02)00114-9,-,-,-,-,,-
48590,46619,none,NULL,NULL,NULL,NULL,,
52543,46626,none,Saccharomyces cerevisiae,,glucose,Other,,
48597,46626,none,-,-,-,-,,-
48599,46628,10.1016/S0141-0229(02)00043-1,NULL,NULL,NULL,NULL,,
48617,46646,10.1117/12.472102,NULL,NULL,NULL,NULL,,
52544,46659,none,Candida utilis,,,,,
48630,46659,none,-,-,-,-,,-
48644,46673,10.1002/1097-0290(20010205)72:3<289::AID-BIT5>3.0.CO;2-9,NULL,NULL,NULL,NULL,,
48678,46707,none,-,-,-,-,,-
52545,46707,none,Saccharomyces cerevisiae,,glucose,Other,,
48680,46709,10.1021/bp990130f,Unspecified,76.9 g/L,ethanol,Alcohol,,wood hydrolysate as substrate
48708,46737,10.1002/(SICI)1097-0290(19990920)64:6<692::AID-BIT8>3.0.CO;2-J,NULL,NULL,NULL,NULL,,
48709,46738,none,Kluyveromyces lactis,109 g/L,lactic acid,Acid,,1.19 mol/mol of glucose
48716,46745,10.1021/jf981198y,NULL,NULL,NULL,NULL,,
48717,46746,10.1021/jf9811976,NULL,NULL,NULL,NULL,,
52546,46755,10.1023/A:1005488808895,Saccharomyces cerevisiae,,,,,
48726,46755,10.1023/A:1005488808895,-,-,-,-,,-
48728,46757,none,NULL,NULL,NULL,NULL,,
52547,46763,none,Saccharomyces bayanus,,,,,
48734,46763,none,-,-,-,-,,-
52548,46765,10.1007/s002530051399,Saccharomyces cerevisiae,,,,glucose,
48736,46765,10.1007/s002530051399,-,-,-,-,,-
48739,46768,none,Schizosaccharomyces pombe,90.2 g/L,ethanol,Alcohol,,molasses as substrate
52549,46776,10.1016/S1389-1723(99)89007-0,Saccharomyces cerevisiae,,,,,
48747,46776,10.1016/S1389-1723(99)89007-0,-,-,-,-,,-
48756,46785,none,NULL,NULL,NULL,NULL,,
52550,46786,none,,,glucose,Other,,
48757,46786,none,-,-,-,-,,-
52551,46788,none,,,,,ethanol,
48759,46788,none,-,-,-,-,,-
52552,46790,none,Saccharomyces cerevisiae,18 g/l,glycerol,Alcohol,,
48761,46790,none,-,-,-,-,,-
52553,46791,none,Saccharomyces cerevisiae,,,,,
48762,46791,none,-,-,-,-,,-
52554,46796,none,,,,,,
48767,46796,none,-,-,-,-,,-
52555,46808,10.1016/S1381-1177(98)00096-4,,,glucose,Other,,
48779,46808,10.1016/S1381-1177(98)00096-4,-,-,-,-,,-
48790,46819,10.1021/bp980040v,NULL,NULL,NULL,NULL,,
48801,46830,10.1002/(SICI)1097-0290(19980305)57:5<610::AID-BIT13>3.0.CO;2-F,NULL,NULL,NULL,NULL,,
52556,46833,10.1007/s004490050415,Saccharomyces cerevisiae,,,,,
48804,46833,10.1007/s004490050415,-,-,-,-,,-
52557,46834,10.1007/PL00008979,,,,,,
48805,46834,10.1007/PL00008979,-,-,-,-,,-
52558,46835,none,Saccharomyces cerevisiae,,,,lactose,
48806,46835,none,-,-,-,-,,-
52559,46846,10.1023/A:1005339415979,,,,,,
48817,46846,10.1023/A:1005339415979,-,-,-,-,,-
52560,46850,10.1002/(SICI)1521-4028(199805)38:2<123::AID-JOBM123>3.0.CO;2-9,Saccharomyces cerevisiae,,,,,
48821,46850,10.1002/(SICI)1521-4028(199805)38:2<123::AID-JOBM123>3.0.CO;2-9,-,-,-,-,,-
52561,46852,10.1016/S0922-338X(98)80117-7,Saccharomyces cerevisiae,,,,ethanol,
48823,46852,10.1016/S0922-338X(98)80117-7,-,-,-,-,,-
52562,46858,none,Saccharomyces cerevisiae,,ethanol,Alcohol,ethanol,
48829,46858,none,-,-,-,-,,-
48840,46869,10.1038/sj.jim.2900464,NULL,NULL,NULL,NULL,,
52563,46872,10.1007/s002530051055,,,glucose,Other,,
48843,46872,10.1007/s002530051055,-,-,-,-,,-
52564,46873,10.1023/A:1018314426515,,,,,ethanol,
48844,46873,10.1023/A:1018314426515,-,-,-,-,,-
52565,46875,none,Saccharomyces cerevisiae,,,,,
48846,46875,none,-,-,-,-,,-
48853,46882,none,NULL,NULL,NULL,NULL,,
52566,46886,10.1002/(SICI)1097-0061(199707)13:9<783::AID-YEA128>3.0.CO;2-W,Saccharomyces cerevisiae,,,,,
48857,46886,10.1002/(SICI)1097-0061(199707)13:9<783::AID-YEA128>3.0.CO;2-W,-,-,-,-,,-
52567,46891,10.1023/A:1018477024950,,,,,glucose,
48862,46891,10.1023/A:1018477024950,-,-,-,-,,-
52568,46896,none,Candida guilliermondii,,,,,
48867,46896,none,-,-,-,-,,-
52569,46900,10.1023/A:1018494606777,Saccharomyces cerevisiae,,,,,
48871,46900,10.1023/A:1018494606777,-,-,-,-,,-
48875,46904,10.1002/(SICI)1097-0290(19970105)53:1<71::AID-BIT10>3.3.CO;2-I,NULL,NULL,NULL,NULL,,
52570,46911,10.1016/S0922-338X(97)82552-4,,,,,,
48882,46911,10.1016/S0922-338X(97)82552-4,-,-,-,-,,-
52571,46913,10.1016/S0922-338X(97)80991-9,Saccharomyces cerevisiae,91 g/l,ethanol,Alcohol,ethanol,
48884,46913,10.1016/S0922-338X(97)80991-9,-,-,-,-,,-
52572,46917,none,Saccharomyces cerevisiae,,ethanol,Alcohol,ethanol,
48888,46917,none,-,-,-,-,,-
